Complexity,Loss,Equation
1,0.018950019,"-7.5338016e-6"
3,0.007318429,"-0.6483157 * x2"
5,0.0073184106,"(-0.6483157 - x1) * x2"
7,0.007318392,"((-0.6483157 - x1) - x1) * x2"
